Country,Election type,Year,Voter Turnout,Total vote,Registration,VAP Turnout,Voting age population,Population,Invalid votes,Compulsory voting
Albania,Parliamentary,2005,0.48730,1389320.00,2850821.00,0.590,2356387.00,3563112.00,0.016,No
Albania,Parliamentary,2001,0.54950,1373210.00,2499238.00,0.673,2040574.00,3490435.00,0.036,No
Albania,Parliamentary,1997,0.72560,1412929.00,1947235.00,0.634,2228430.00,3510500.00,,No
Albania,Parliamentary,1996,0.89080,1963344.00,2204002.00,0.895,2193030.00,3481000.00,,No
Albania,Parliamentary,1992,0.91500,1830000.00,2000000.00,0.892,2051430.00,3363000.00,,No
Albania,Parliamentary,1991,0.98920,1963568.00,1984933.00,0.989,1985550.00,3255000.00,,No
Algeria,Parliamentary,2017,0.37090,8624199.00,23251503.00,0.317,27248442.00,40969443.00,0.245,No
Algeria,Parliamentary,2012,0.43140,9339026.00,21645841.00,0.387,24130650.00,35406303.00,,No
Algeria,Parliamentary,2007,0.35510,6662383.00,18760400.00,0.320,20806940.00,33333216.00,0.144,No
Algeria,Parliamentary,2002,0.46170,8288536.00,17951127.00,0.451,18386639.00,31736053.00,0.105,No
Algeria,Parliamentary,1997,0.65600,10999139.00,16767309.00,0.741,14838069.00,29245552.00,0.046,No
Algeria,Parliamentary,1991,0.59000,7822625.00,13258554.00,0.601,13021830.00,25553000.00,0.118,No
Algeria,Presidential,2019,0.39880,9759392.00,24474161.00,0.349,27992084.00,42325923.00,0.129,No
Algeria,Presidential,2014,0.49420,11307478.00,22880678.00,0.436,25951372.00,38813722.00,,No
Algeria,Presidential,2009,0.74560,15356024.00,20595683.00,0.659,23315450.00,34178188.00,0.060,No
Algeria,Presidential,2004,0.58070,10508777.00,18097225.00,0.536,19605085.00,32818500.00,0.031,No
Algeria,Presidential,1999,0.60910,10652623.00,17488757.00,0.638,16705217.00,30932382.00,,No
Algeria,Presidential,1995,0.75690,12087281.00,15969904.00,0.801,15090300.00,25533000.00,0.039,No
Andorra,Parliamentary,2019,0.68330,18638.00,27278.00,0.262,71161.00,85684.00,0.046,No
Andorra,Parliamentary,2015,0.65620,16084.00,24512.00,0.230,70017.00,85458.00,0.082,No
Andorra,Parliamentary,2011,0.74120,16197.00,21852.00,0.234,69267.00,84825.00,0.042,No
Andorra,Parliamentary,2009,0.75340,15293.00,20298.00,0.260,58867.00,83888.00,0.009,No
Andorra,Parliamentary,2005,0.80380,12879.00,16022.00,0.210,61268.00,71201.00,0.009,No
Andorra,Parliamentary,2001,0.81640,10892.00,13342.00,0.159,68338.00,67627.00,0.057,No
Andorra,Parliamentary,1997,0.81590,8842.00,10837.00,0.816,10837.00,70000.00,0.052,No
Andorra,Parliamentary,1993,0.80920,7829.00,9675.00,0.809,9675.00,63000.00,,No
Angola,Parliamentary,2017,0.76130,7093002.00,9317294.00,0.531,13366186.00,29310273.00,0.039,No
Angola,Parliamentary,2012,0.62770,6124669.00,9757671.00,0.716,8554966.00,18056072.00,0.060,No
Angola,Parliamentary,2008,0.87360,7213281.00,8256854.00,0.924,7804962.00,16102061.00,0.106,No
Angola,Parliamentary,1992,0.86910,4196388.00,4828626.00,0.842,4986230.00,10609000.00,0.130,No
Angola,Presidential,1992,0.90370,4363646.00,4828626.00,0.875,4986230.00,10609000.00,0.131,No
Anguilla,Parliamentary,2015,0.73240,7989.00,10908.00,0.670,11918.00,16418.00,,No
Anguilla,Parliamentary,2010,0.82070,7102.00,8654.00,0.748,9500.00,14766.00,0.006,No
Anguilla,Parliamentary,2005,0.74490,5630.00,7558.00,0.620,9086.00,13116.00,0.011,No
Anguilla,Parliamentary,2000,0.64160,4825.00,7520.00,0.566,8531.00,12132.00,0.010,No
Anguilla,Parliamentary,1999,0.73690,4847.00,6578.00,0.589,8231.00,11797.00,0.009,No
Anguilla,Parliamentary,1994,0.75170,4495.00,5980.00,0.720,6240.00,9541.00,0.010,No
Anguilla,Parliamentary,1989,0.73240,3801.00,5190.00,,,8113.00,0.011,No
Anguilla,Parliamentary,1984,0.72170,2694.00,3733.00,,,6688.00,0.016,No
Anguilla,Parliamentary,1980,0.79160,2777.00,3508.00,,,6515.00,0.014,No
Anguilla,Parliamentary,1976,0.71670,2725.00,3802.00,,,6350.00,0.037,No
Anguilla,Parliamentary,1972,0.46920,1457.00,3105.00,,,6318.00,0.024,No
